source,species,lon,lat
eBird,Amazona auropalliata,-85.743615,11.025266
eBird,Amazona auropalliata,-84.254624,9.999113
eBird,Amazona auropalliata,-84.3931629,9.923905
eBird,Amazona auropalliata,-87.219344,14.059929
eBird,Amazona auropalliata,-86.3212238,16.4216295
eBird,Amazona auropalliata,-86.1696572,12.0789444
eBird,Amazona auropalliata,-85.6988525,10.8683732
eBird,Amazona auropalliata,-85.181006,10.189977
eBird,Amazona auropalliata,-86.125766,11.483489
eBird,Amazona auropalliata,-85.4383382,10.6389165
eBird,Amazona auropalliata,-85.4146501,10.0868607
eBird,Amazona auropalliata,-86.1431558,11.8384478
eBird,Amazona auropalliata,-85.4772749,10.73549
eBird,Amazona auropalliata,-84.402247,9.91702
eBird,Amazona auropalliata,-88.62796,13.31531
eBird,Amazona auropalliata,-89.1465323,13.7160666
eBird,Amazona auropalliata,-90.4957275,14.5920725
eBird,Amazona auropalliata,-85.5453592,11.4461396
eBird,Amazona auropalliata,-87.1819923,14.0795856
eBird,Amazona auropalliata,-88.7144711,13.352852
eBird,Amazona auropalliata,-85.8373632,10.3211205
eBird,Amazona auropalliata,-84.0418696,9.9582519
eBird,Amazona auropalliata,-86.267395,12.1440607
eBird,Amazona auropalliata,-85.1276142,10.4430575
eBird,Amazona auropalliata,-85.1953033,10.486135
eBird,Amazona auropalliata,-85.4783609,10.7333718
eBird,Amazona auropalliata,-85.266592,10.235974
eBird,Amazona auropalliata,-89.1781501,13.7122909
eBird,Amazona auropalliata,-90.4908939,14.5835066
eBird,Amazona auropalliata,-85.0305297,12.8470943
eBird,Amazona auropalliata,-85.9274119,11.870094
eBird,Amazona auropalliata,-86.1413624,11.8382106
eBird,Amazona auropalliata,-85.6970567,11.5575083
eBird,Amazona auropalliata,-84.9126434,11.437875
eBird,Amazona auropalliata,-85.0985329,10.4366751
eBird,Amazona auropalliata,-85.2338966,10.2407028
eBird,Amazona auropalliata,-85.8063018,11.2220154
eBird,Amazona auropalliata,-87.4982235,12.970582
eBird,Amazona auropalliata,-85.7189791,11.0973605
eBird,Amazona auropalliata,-85.0828041,10.6090906
eBird,Amazona auropalliata,-85.0830133,10.6092095
eBird,Amazona auropalliata,-85.0824833,10.6092992
eBird,Amazona auropalliata,-85.7486747,11.1285122
eBird,Amazona auropalliata,-85.255741,10.528304
eBird,Amazona auropalliata,-84.2694712,9.9933648
eBird,Amazona auropalliata,-91.1034591,14.3823623
eBird,Amazona auropalliata,-84.0322503,9.9793768
eBird,Amazona auropalliata,-90.5236175,14.6542156
eBird,Amazona auropalliata,-85.5226073,10.7624154
eBird,Amazona auropalliata,-84.1284299,9.971543
eBird,Amazona auropalliata,-85.522652,10.76266
eBird,Amazona auropalliata,-90.0688362,13.8017411
eBird,Amazona auropalliata,-84.7106624,11.0289886
eBird,Amazona auropalliata,-89.2213873,13.6916355
eBird,Amazona auropalliata,-85.6264865,10.4223012
eBird,Amazona auropalliata,-85.6260037,11.2473975
eBird,Amazona auropalliata,-84.6146339,9.8042915
eBird,Amazona auropalliata,-85.729757,11.012386
eBird,Amazona auropalliata,-85.730121,11.012535
eBird,Amazona auropalliata,-91.1364436,14.5229923
eBird,Amazona auropalliata,-90.5647445,14.6488631
eBird,Amazona auropalliata,-90.5625848,14.6514441
eBird,Amazona auropalliata,-85.449007,10.395456
eBird,Amazona auropalliata,-89.2516479,13.6897678
eBird,Amazona auropalliata,-85.744851,11.030672
eBird,Amazona auropalliata,-90.5211928,14.6517806
eBird,Amazona auropalliata,-90.5360727,14.5191221
eBird,Amazona auropalliata,-88.896866,13.415733
eBird,Amazona auropalliata,-88.8682984,13.2782
eBird,Amazona auropalliata,-89.2204025,13.6897771
eBird,Amazona auropalliata,-90.5364204,14.5186277
eBird,Amazona auropalliata,-85.7458711,10.5264856
eBird,Amazona auropalliata,-84.0435486,9.94701
eBird,Amazona auropalliata,-89.2453307,13.6982546
eBird,Amazona auropalliata,-84.60357,9.80838
eBird,Amazona auropalliata,-85.688404,10.968257
eBird,Amazona auropalliata,-90.536671,14.5189115
eBird,Amazona auropalliata,-84.6110451,9.80847
eBird,Amazona auropalliata,-90.537683,14.6627139
eBird,Amazona auropalliata,-84.6122943,9.8369796
eBird,Amazona auropalliata,-87.6063207,12.9868699
eBird,Amazona auropalliata,-84.9260327,9.8474394
eBird,Amazona auropalliata,-86.4727801,16.3713559
eBird,Amazona auropalliata,-87.6452351,13.2688518
eBird,Amazona auropalliata,-84.0448296,9.9443172
eBird,Amazona auropalliata,-87.639652,13.271673
eBird,Amazona auropalliata,-85.462353,10.634487
eBird,Amazona auropalliata,-90.537098,14.518588
eBird,Amazona auropalliata,-85.6250221,10.8349024
eBird,Amazona auropalliata,-85.6638068,10.5867808
eBird,Amazona auropalliata,-85.842061,10.2989168
eBird,Amazona auropalliata,-85.840993,10.301246
eBird,Amazona auropalliata,-85.6966639,10.5527906
eBird,Amazona auropalliata,-85.479608,10.7349941
eBird,Amazona auropalliata,-89.2537183,13.6968288
eBird,Amazona auropalliata,-84.6113241,9.8083061
eBird,Amazona auropalliata,-86.5976554,16.2836039
eBird,Amazona auropalliata,-91.6920376,14.6738016
eBird,Amazona auropalliata,-85.5642271,11.5245747
eBird,Amazona auropalliata,-84.624424,9.6195793
eBird,Amazona auropalliata,-91.6259766,14.6473684
eBird,Amazona auropalliata,-87.5871277,13.0046414
eBird,Amazona auropalliata,-84.5514679,9.9127147
eBird,Amazona auropalliata,-87.6391411,12.9966965
eBird,Amazona auropalliata,-85.6753349,10.5892401
eBird,Amazona auropalliata,-92.2552872,14.9471068
eBird,Amazona auropalliata,-85.6476974,10.6434002
eBird,Amazona auropalliata,-85.9796906,11.3479243
eBird,Amazona auropalliata,-85.2250671,10.1608568
eBird,Amazona auropalliata,-85.0314331,10.0743329
eBird,Amazona auropalliata,-84.6637774,9.7049539
eBird,Amazona auropalliata,-85.5117416,11.4757979
eBird,Amazona auropalliata,-85.5464172,11.430225
eBird,Amazona auropalliata,-85.1241302,10.2250586
eBird,Amazona auropalliata,-84.2323494,13.5038172
eBird,Amazona auropalliata,-84.2498589,13.5196736
eBird,Amazona auropalliata,-93.8100073,15.9332191
eBird,Amazona auropalliata,-85.962488,11.761896
eBird,Amazona auropalliata,-85.9685326,11.7701235
eBird,Amazona auropalliata,-86.333313,12.2816373
eBird,Amazona auropalliata,-84.6133733,9.806863
eBird,Amazona auropalliata,-84.6690559,9.8306916
eBird,Amazona auropalliata,-83.9722824,13.4313648
eBird,Amazona auropalliata,-85.0585556,11.1821068
eBird,Amazona auropalliata,-85.6906128,10.5418211
eBird,Amazona auropalliata,-85.5656862,10.845993
eBird,Amazona auropalliata,-84.1072083,13.4777769
eBird,Amazona auropalliata,-85.284088,10.4066968
eBird,Amazona auropalliata,-85.4818983,10.4109338
eBird,Amazona auropalliata,-91.8177987,14.8333057
eBird,Amazona auropalliata,-85.8413734,10.3015003
eBird,Amazona auropalliata,-85.6560701,10.8540317
eBird,Amazona auropalliata,-85.3519034,10.532982
eBird,Amazona auropalliata,-84.078919,9.980934
eBird,Amazona auropalliata,-84.3475342,13.5966042
eBird,Amazona auropalliata,-84.0560729,13.4776312
eBird,Amazona auropalliata,-83.9228637,13.4035011
eBird,Amazona auropalliata,-84.065686,13.4649439
eBird,Amazona auropalliata,-84.6285691,9.7738771
eBird,Amazona auropalliata,-84.1872507,9.9406729
eBird,Amazona auropalliata,-91.767,14.6
eBird,Amazona auropalliata,-85.9461097,11.8671375
eBird,Amazona auropalliata,-85.199236,10.266849
eBird,Amazona auropalliata,-91.1956174,14.3919352
eBird,Amazona auropalliata,-85.843216,10.3265665
eBird,Amazona auropalliata,-85.5107319,10.7323533
eBird,Amazona auropalliata,-84.6297556,9.7695218
eBird,Amazona auropalliata,-84.6523821,9.6339375
eBird,Amazona auropalliata,-85.1390648,10.2663138
eBird,Amazona auropalliata,-85.7993174,11.1525506
eBird,Amazona auropalliata,-84.6344334,9.7885954
eBird,Amazona auropalliata,-85.7998899,10.1437564
eBird,Amazona auropalliata,-84.6272602,9.7609126
eBird,Amazona auropalliata,-89.2708289,13.4902962
eBird,Amazona auropalliata,-84.5600624,9.7929344
eBird,Amazona auropalliata,-93.1397283,15.6560619
eBird,Amazona auropalliata,-91.0696367,13.9159571
eBird,Amazona auropalliata,-84.6160955,9.7994028
eBird,Amazona auropalliata,-85.1577759,10.1006981
eBird,Amazona auropalliata,-85.3696099,10.5043825
eBird,Amazona auropalliata,-91.73611,14.64583
eBird,Amazona auropalliata,-84.2584209,13.4460957
eBird,Amazona auropalliata,-85.6858265,10.6119071
eBird,Amazona auropalliata,-90.0080681,13.6987781
eBird,Amazona auropalliata,-89.1,13.98333
eBird,Amazona auropalliata,-89.5340632,14.3005737
eBird,Amazona auropalliata,-85.3550752,10.3443307
eBird,Amazona auropalliata,-85.7849,10.8431
eBird,Amazona auropalliata,-85.9249152,11.3354896
eBird,Amazona auropalliata,-84.07433,9.977967
eBird,Amazona auropalliata,-88.5451879,13.2791341
eBird,Amazona auropalliata,-87.7134134,13.1916146
eBird,Amazona auropalliata,-84.9463522,9.7842317
eBird,Amazona auropalliata,-85.6903804,10.5312553
eBird,Amazona auropalliata,-85.6184334,10.865174
eBird,Amazona auropalliata,-85.1545453,9.630758
eBird,Amazona auropalliata,-84.14372,9.9175883
eBird,Amazona auropalliata,-85.0434278,10.1423959
eBird,Amazona auropalliata,-85.2566567,15.6574967
eBird,Amazona auropalliata,-84.5933637,15.2066379
eBird,Amazona auropalliata,-85.1201859,14.800513
eBird,Amazona auropalliata,-87.73333,13.5
eBird,Amazona auropalliata,-88.8728963,13.3112159
eBird,Amazona auropalliata,-85.5022347,11.0350839
eBird,Amazona auropalliata,-84.8013452,9.9938539
eBird,Amazona auropalliata,-93.7959268,15.9308145
eBird,Amazona auropalliata,-92.7462799,15.2524859
eBird,Amazona auropalliata,-83.7455796,12.6450092
eBird,Amazona auropalliata,-83.7249802,12.5538743
eBird,Amazona auropalliata,-83.7763069,12.5403018
eBird,Amazona auropalliata,-83.6868714,12.5625871
eBird,Amazona auropalliata,-83.7805985,12.5408045
eBird,Amazona auropalliata,-85.831767,10.3236171
eBird,Amazona auropalliata,-87.0059681,14.0092571
eBird,Amazona auropalliata,-92.8322213,15.1803874
eBird,Amazona auropalliata,-85.3461726,10.3473808
eBird,Amazona auropalliata,-93.7959039,15.9438079
eBird,Amazona auropalliata,-85.6921094,10.557839
eBird,Amazona auropalliata,-85.838119,10.2328562
eBird,Amazona auropalliata,-83.6533504,13.6404872
eBird,Amazona auropalliata,-83.7003856,13.645497
eBird,Amazona auropalliata,-85.4036528,10.8664272
eBird,Amazona auropalliata,-85.8907013,16.4904353
eBird,Amazona auropalliata,-85.4464447,10.8731652
eBird,Amazona auropalliata,-86.4684032,12.6769615
eBird,Amazona auropalliata,-84.5321169,9.7834782
eBird,Amazona auropalliata,-84.5535379,9.7795927
eBird,Amazona auropalliata,-85.7701817,10.4489807
eBird,Amazona auropalliata,-85.6969857,10.9484326
eBird,Amazona auropalliata,-90.3571266,13.8434393
eBird,Amazona auropalliata,-92.8520238,15.2160287
eBird,Amazona auropalliata,-85.693537,10.946164
eBird,Amazona auropalliata,-84.6105872,9.7695896
eBird,Amazona auropalliata,-85.3433674,10.3529262
eBird,Amazona auropalliata,-85.8782425,16.4193602
eBird,Amazona auropalliata,-85.1963997,10.3590075
eBird,Amazona auropalliata,-85.2535403,10.2545239
eBird,Amazona auropalliata,-85.2286538,10.5001021
eBird,Amazona auropalliata,-85.7520071,10.4648869
eBird,Amazona auropalliata,-85.5240751,11.4459472
eBird,Amazona auropalliata,-85.8881969,11.270979
eBird,Amazona auropalliata,-84.6184197,15.1582865
eBird,Amazona auropalliata,-84.8738518,15.0396319
eBird,Amazona auropalliata,-85.638059,10.582153
eBird,Amazona auropalliata,-87.8146391,17.2772244
eBird,Amazona auropalliata,-85.7544676,10.4463148
eBird,Amazona auropalliata,-85.7510758,10.8476631
eBird,Amazona auropalliata,-85.8683121,16.4557203
eBird,Amazona auropalliata,-92.231666,15.004285
eBird,Amazona auropalliata,-89.4697569,14.3121132
eBird,Amazona auropalliata,-85.2974653,10.4101189
eBird,Amazona auropalliata,-85.7784808,10.9109247
eBird,Amazona auropalliata,-86.1447799,16.4339503
eBird,Amazona auropalliata,-92.8918767,15.4802515
eBird,Amazona auropalliata,-87.0064071,14.0071615
eBird,Amazona auropalliata,-85.4100571,10.7199049
eBird,Amazona auropalliata,-88.6276531,13.3563017
eBird,Amazona auropalliata,-85.9292333,11.9116749
eBird,Amazona auropalliata,-88.2236293,13.16413
eBird,Amazona auropalliata,-84.6104879,9.7590165
eBird,Amazona auropalliata,-87.4971771,12.9637433
eBird,Amazona auropalliata,-84.6153259,9.7675961
eBird,Amazona auropalliata,-85.5545282,11.5123224
eBird,Amazona auropalliata,-85.5624676,11.4797723
eBird,Amazona auropalliata,-85.5604935,11.4793517
eBird,Amazona auropalliata,-85.5675638,11.5252846
eBird,Amazona auropalliata,-92.231586,14.6752607
eBird,Amazona auropalliata,-85.5203247,11.4342632
eBird,Amazona auropalliata,-85.3479767,10.3166082
eBird,Amazona auropalliata,-85.058899,10.1372
eBird,Amazona auropalliata,-84.5088959,9.7713178
eBird,Amazona auropalliata,-85.5472326,11.4936402
eBird,Amazona auropalliata,-86.7549133,12.7609103
eBird,Amazona auropalliata,-85.3532124,10.3537159
eBird,Amazona auropalliata,-85.4733539,10.8781086
eBird,Amazona auropalliata,-85.6037521,10.5824062
eBird,Amazona auropalliata,-85.45578,11.9405857
eBird,Amazona auropalliata,-85.021003,10.249196
eBird,Amazona auropalliata,-85.2569777,10.4330562
eBird,Amazona auropalliata,-84.6187592,9.7841746
eBird,Amazona auropalliata,-83.4851074,13.7740664
eBird,Amazona auropalliata,-83.9685059,14.5516841
eBird,Amazona auropalliata,-83.5743713,14.0633202
eBird,Amazona auropalliata,-84.6264291,9.7795153
eBird,Amazona auropalliata,-84.6160197,9.7994341
eBird,Amazona auropalliata,-85.5295086,10.5904213
eBird,Amazona auropalliata,-85.036068,10.2620532
eBird,Amazona auropalliata,-85.3328705,10.4572587
eBird,Amazona auropalliata,-84.2163849,13.5078231
eBird,Amazona auropalliata,-84.662447,9.7039386
eBird,Amazona auropalliata,-84.0000916,12.833226
eBird,Amazona auropalliata,-90.5815887,14.061322
eBird,Amazona auropalliata,-86.90207,16.0967838
eBird,Amazona auropalliata,-84.5974731,9.7892495
eBird,Amazona auropalliata,-87.5191069,13.0036796
eBird,Amazona auropalliata,-85.5201101,10.7201949
eBird,Amazona auropalliata,-85.4810786,10.7213755
eBird,Amazona auropalliata,-90.4798204,14.6441661
eBird,Amazona auropalliata,-90.5536079,14.6547174
eBird,Amazona auropalliata,-91.1479814,14.5352853
eBird,Amazona auropalliata,-90.520649,14.6504409
eBird,Amazona auropalliata,-85.6363678,10.5188683
eBird,Amazona auropalliata,-84.3979168,13.9032423
eBird,Amazona auropalliata,-84.5700073,14.0429211
eBird,Amazona auropalliata,-85.0158495,10.1228576
eBird,Amazona auropalliata,-85.2284145,15.364729
eBird,Amazona auropalliata,-87.3769039,13.2029231
eBird,Amazona auropalliata,-84.5864868,11.0813846
eBird,Amazona auropalliata,-92.8506658,15.5932852
eBird,Amazona auropalliata,-87.6200867,13.4786116
eBird,Amazona auropalliata,-92.8570118,15.5907268
eBird,Amazona auropalliata,-84.614881,9.805563
eBird,Amazona auropalliata,-84.617264,9.79832
eBird,Amazona auropalliata,-91.1444664,14.4659316
eBird,Amazona auropalliata,-90.571326,14.6235872
eBird,Amazona auropalliata,-87.3405117,13.2426953
eBird,Amazona auropalliata,-85.1398373,10.1636448
eBird,Amazona auropalliata,-85.0153774,10.1224774
eBird,Amazona auropalliata,-90.4886958,14.6693265
eBird,Amazona auropalliata,-89.2049557,13.7198216
eBird,Amazona auropalliata,-84.9782717,11.1691342
eBird,Amazona auropalliata,-90.4855013,14.6033521
eBird,Amazona auropalliata,-93.6293507,15.8380038
eBird,Amazona auropalliata,-85.503695,11.0336642
eBird,Amazona auropalliata,-84.6976376,9.8634187
eBird,Amazona auropalliata,-84.3382645,10.9743082
eBird,Amazona auropalliata,-84.6260548,9.7555634
eBird,Amazona auropalliata,-85.3423119,10.324101
eBird,Amazona auropalliata,-84.4793131,13.049661
eBird,Amazona auropalliata,-87.5879002,12.9973655
eBird,Amazona auropalliata,-85.5354309,10.7793485
eBird,Amazona auropalliata,-87.4263668,13.1357791
eBird,Amazona auropalliata,-87.0268464,12.7069949
eBird,Amazona auropalliata,-85.8415461,10.3238167
eBird,Amazona auropalliata,-84.9109697,10.0355727
eBird,Amazona auropalliata,-84.6043396,9.6948979
eBird,Amazona auropalliata,-90.5214624,14.649945
eBird,Amazona auropalliata,-85.6164551,10.8663502
eBird,Amazona auropalliata,-85.517281,11.426154
eBird,Amazona auropalliata,-85.5021286,11.0420857
eBird,Amazona auropalliata,-86.2330627,16.4044705
eBird,Amazona auropalliata,-84.6289569,9.7778839
eBird,Amazona auropalliata,-85.0450802,10.1399631
eBird,Amazona auropalliata,-84.366791,13.621541
eBird,Amazona auropalliata,-85.909996,10.8548863
eBird,Amazona auropalliata,-85.7359314,11.3544769
eBird,Amazona auropalliata,-88.0454636,13.1700883
eBird,Amazona auropalliata,-84.5555661,9.7800371
eBird,Amazona auropalliata,-85.5028152,11.0401088
eBird,Amazona auropalliata,-85.8389282,10.2368838
eBird,Amazona auropalliata,-86.9098459,16.0903506
eBird,Amazona auropalliata,-85.3509695,10.7546829
eBird,Amazona auropalliata,-85.9042454,16.4441148
eBird,Amazona auropalliata,-85.8528328,16.4857264
eBird,Amazona auropalliata,-84.6256256,9.7549078
eBird,Amazona auropalliata,-88.6308101,13.3425661
eBird,Amazona auropalliata,-91.9592571,14.7006744
eBird,Amazona auropalliata,-85.685463,10.5556594
eBird,Amazona auropalliata,-89.0889421,13.7103793
eBird,Amazona auropalliata,-84.2095184,14.932843
eBird,Amazona auropalliata,-85.5210972,11.4620855
eBird,Amazona auropalliata,-89.110271,13.6938476
eBird,Amazona auropalliata,-91.124213,14.521519
eBird,Amazona auropalliata,-91.217977,14.554896
eBird,Amazona auropalliata,-84.628134,9.6269753
eBird,Amazona auropalliata,-84.6566474,9.6549138
eBird,Amazona auropalliata,-85.0747561,9.6757551
eBird,Amazona auropalliata,-84.8580551,9.8202949
eBird,Amazona auropalliata,-85.531311,10.7820466
eBird,Amazona auropalliata,-85.6011772,10.8481426
eBird,Amazona auropalliata,-85.3343564,10.3839482
eBird,Amazona auropalliata,-85.85187,10.28956
eBird,Amazona auropalliata,-89.2123425,13.7169209
eBird,Amazona auropalliata,-85.7001802,10.8054082
eBird,Amazona auropalliata,-85.6943893,10.94688
eBird,Amazona auropalliata,-86.9223422,12.9025875
eBird,Amazona auropalliata,-86.9620442,12.8750241
eBird,Amazona auropalliata,-84.127636,9.977304
eBird,Amazona auropalliata,-85.5236292,10.7635697
eBird,Amazona auropalliata,-85.6703138,10.6455822
eBird,Amazona auropalliata,-84.2690849,9.9810234
eBird,Amazona auropalliata,-84.5880833,9.7789812
eBird,Amazona auropalliata,-85.8043063,10.3995875
eBird,Amazona auropalliata,-85.29968,10.33828
eBird,Amazona auropalliata,-85.0155303,10.1225427
eBird,Amazona auropalliata,-85.3208542,10.3652436
eBird,Amazona auropalliata,-87.48496,13.2793
eBird,Amazona auropalliata,-87.3882151,13.1885573
eBird,Amazona auropalliata,-85.6640375,10.5897949
eBird,Amazona auropalliata,-85.2706861,10.3286242
eBird,Amazona auropalliata,-85.5668449,11.451548
eBird,Amazona auropalliata,-86.3000107,12.2451921
eBird,Amazona auropalliata,-85.093135,10.291653
eBird,Amazona auropalliata,-84.093231,9.971463
eBird,Amazona auropalliata,-85.5536114,11.5106094
eBird,Amazona auropalliata,-87.6040149,12.9861586
eBird,Amazona auropalliata,-85.8802986,16.5015277
eBird,Amazona auropalliata,-86.593507,16.305087
eBird,Amazona auropalliata,-91.1680115,14.5499517
eBird,Amazona auropalliata,-85.6839609,10.6125251
eBird,Amazona auropalliata,-91.14146,14.52449
eBird,Amazona auropalliata,-84.6366119,9.8349201
eBird,Amazona auropalliata,-92.4003839,15.2712991
eBird,Amazona auropalliata,-85.6644967,10.5881214
eBird,Amazona auropalliata,-84.9106693,11.443517
eBird,Amazona auropalliata,-84.6622002,9.7052288
eBird,Amazona auropalliata,-91.13669,14.52286
eBird,Amazona auropalliata,-84.6199307,9.6105702
eBird,Amazona auropalliata,-91.136009,14.522337
eBird,Amazona auropalliata,-85.7257283,10.5466386
eBird,Amazona auropalliata,-84.3019295,15.0086848
eBird,Amazona auropalliata,-84.4697571,14.7888248
eBird,Amazona auropalliata,-85.6483841,10.6740614
eBird,Amazona auropalliata,-91.13663,14.522889
eBird,Amazona auropalliata,-85.7278633,12.4039475
eBird,Amazona auropalliata,-84.6105194,9.7851896
eBird,Amazona auropalliata,-85.5488853,11.4353244
eBird,Amazona auropalliata,-85.7235718,10.9566196
eBird,Amazona auropalliata,-85.1566861,10.2593778
eBird,Amazona auropalliata,-85.1825,10.4747
eBird,Amazona auropalliata,-84.6286833,9.7688938
eBird,Amazona auropalliata,-86.4329624,16.3594357
eBird,Amazona auropalliata,-85.8272552,10.3622041
eBird,Amazona auropalliata,-92.8097534,15.1510088
eBird,Amazona auropalliata,-85.3661728,10.5067162
eBird,Amazona auropalliata,-86.1712646,16.3623095
eBird,Amazona auropalliata,-91.8524681,14.7059499
eBird,Amazona auropalliata,-84.125873,9.94948
eBird,Amazona auropalliata,-85.1910782,12.2051401
eBird,Amazona auropalliata,-91.9088745,14.6513543
eBird,Amazona auropalliata,-84.68472,11.3618204
eBird,Amazona auropalliata,-85.3314972,10.331132
eBird,Amazona auropalliata,-84.106295,9.94703
eBird,Amazona auropalliata,-85.6126812,10.8339277
eBird,Amazona auropalliata,-91.166954,14.5427115
eBird,Amazona auropalliata,-84.651201,9.7056941
eBird,Amazona auropalliata,-91.1655164,14.4150947
eBird,Amazona auropalliata,-85.1031876,10.558022
eBird,Amazona auropalliata,-85.8755947,11.2569662
eBird,Amazona auropalliata,-85.6799698,10.8002582
eBird,Amazona auropalliata,-84.9035668,10.381707
eBird,Amazona auropalliata,-89.2106058,13.7090738
eBird,Amazona auropalliata,-93.1676674,15.5922851
eBird,Amazona auropalliata,-85.4101825,10.7192827
eBird,Amazona auropalliata,-89.2217061,13.6836529
eBird,Amazona auropalliata,-85.6576538,11.5300846
eBird,Amazona auropalliata,-87.3807049,13.1983344
eBird,Amazona auropalliata,-84.8917007,11.4199163
eBird,Amazona auropalliata,-91.1518787,14.5371052
eBird,Amazona auropalliata,-87.179394,14.091824
eBird,Amazona auropalliata,-84.6283722,9.6840141
eBird,Amazona auropalliata,-85.3499508,10.3154259
eBird,Amazona auropalliata,-85.5210114,10.7591119
eBird,Amazona auropalliata,-86.0040772,11.7781534
eBird,Amazona auropalliata,-89.2202175,13.7142046
eBird,Amazona auropalliata,-84.5536646,9.7802362
eBird,Amazona auropalliata,-84.6593571,9.9055279
eBird,Amazona auropalliata,-84.6060562,9.7697953
eBird,Amazona auropalliata,-85.0155732,10.1224457
eBird,Amazona auropalliata,-85.4195595,11.1451793
eBird,Amazona auropalliata,-85.53923,11.416392
eBird,Amazona auropalliata,-85.6698847,10.6369471
eBird,Amazona auropalliata,-85.5013862,10.4182865
eBird,Amazona auropalliata,-86.7003572,12.5055694
eBird,Amazona auropalliata,-85.9278488,11.634751
eBird,Amazona auropalliata,-85.371666,10.3085015
eBird,Amazona auropalliata,-84.2499889,9.9841071
eBird,Amazona auropalliata,-91.852591,14.707565
eBird,Amazona auropalliata,-89.2226556,13.683587
eBird,Amazona auropalliata,-89.2357099,13.6873431
eBird,Amazona auropalliata,-85.7005262,11.5376366
eBird,Amazona auropalliata,-85.1077151,10.3983287
eBird,Amazona auropalliata,-84.6692276,9.6994124
eBird,Amazona auropalliata,-85.0580406,10.7311158
eBird,Amazona auropalliata,-85.79299,11.140074
eBird,Amazona auropalliata,-89.0893364,13.7051156
eBird,Amazona auropalliata,-84.7216677,15.1023464
eBird,Amazona auropalliata,-85.3376741,15.3183364
eBird,Amazona auropalliata,-85.4394284,15.192582
eBird,Amazona auropalliata,-84.590563,15.2876965
eBird,Amazona auropalliata,-85.649923,10.592821
eBird,Amazona auropalliata,-85.0691514,9.6553986
eBird,Amazona auropalliata,-85.0179604,9.7175075
eBird,Amazona auropalliata,-91.13933,14.52746
eBird,Amazona auropalliata,-85.6915784,11.0259461
eBird,Amazona auropalliata,-85.6892073,11.0263056
eBird,Amazona auropalliata,-85.664182,10.800006
eBird,Amazona auropalliata,-91.2880611,14.6966893
eBird,Amazona auropalliata,-84.588636,9.839925
eBird,Amazona auropalliata,-85.5672,10.490141
eBird,Amazona auropalliata,-85.6359386,10.8259717
eBird,Amazona auropalliata,-85.6893253,10.6106691
eBird,Amazona auropalliata,-85.8701491,16.4661309
eBird,Amazona auropalliata,-91.7348099,14.6599903
eBird,Amazona auropalliata,-92.1122932,14.4940208
eBird,Amazona auropalliata,-85.869602,16.4574469
eBird,Amazona auropalliata,-85.6755066,10.8292595
eBird,Amazona auropalliata,-85.5542107,11.509861
eBird,Amazona auropalliata,-85.5371389,10.5999211
eBird,Amazona auropalliata,-86.5583611,16.3306828
eBird,Amazona auropalliata,-90.01962,13.7494
eBird,Amazona auropalliata,-89.85875,13.6367222
eBird,Amazona auropalliata,-84.107101,9.9481287
eBird,Amazona auropalliata,-89.8584116,13.6369654
eBird,Amazona auropalliata,-87.615822,13.0072966
eBird,Amazona auropalliata,-91.1559521,14.5367447
eBird,Amazona auropalliata,-85.6878233,10.6114593
eBird,Amazona auropalliata,-85.6047821,10.9668089
eBird,Amazona auropalliata,-84.6163559,9.7730095
eBird,Amazona auropalliata,-85.87273,16.4577
eBird,Amazona auropalliata,-85.8664826,16.455389
eBird,Amazona auropalliata,-85.9202914,11.313664
eBird,Amazona auropalliata,-92.105049,14.532318
eBird,Amazona auropalliata,-85.4296017,10.5598783
eBird,Amazona auropalliata,-91.7358738,14.6579351
eBird,Amazona auropalliata,-84.6204329,9.783161
eBird,Amazona auropalliata,-89.224053,13.6679846
eBird,Amazona auropalliata,-85.31684,10.40078
eBird,Amazona auropalliata,-85.4327506,10.5693948
eBird,Amazona auropalliata,-85.4252136,10.5576592
eBird,Amazona auropalliata,-89.1976427,13.7257581
eBird,Amazona auropalliata,-85.6480837,10.6426621
eBird,Amazona auropalliata,-85.410842,10.363119
eBird,Amazona auropalliata,-90.3780627,13.8689552
eBird,Amazona auropalliata,-90.5623056,14.6523056
eBird,Amazona auropalliata,-85.0079155,10.1145137
eBird,Amazona auropalliata,-84.6593785,9.702162
eBird,Amazona auropalliata,-85.9710431,11.3473044
eBird,Amazona auropalliata,-86.2680534,12.1408732
eBird,Amazona auropalliata,-86.5927714,16.306248
eBird,Amazona auropalliata,-86.5911712,16.3089648
eBird,Amazona auropalliata,-90.02649,13.72715
eBird,Amazona auropalliata,-89.9700451,13.6836008
eBird,Amazona auropalliata,-84.08932,9.98279
eBird,Amazona auropalliata,-85.5149603,11.4897817
eBird,Amazona auropalliata,-85.8427477,10.3246301
eBird,Amazona auropalliata,-84.6480274,9.7977075
eBird,Amazona auropalliata,-84.605816,9.800796
eBird,Amazona auropalliata,-84.594348,9.796131
eBird,Amazona auropalliata,-85.5060768,10.7116743
eBird,Amazona auropalliata,-85.7397079,11.1622346
eBird,Amazona auropalliata,-85.8656216,16.5010274
eBird,Amazona auropalliata,-84.110084,9.948285
eBird,Amazona auropalliata,-90.5565691,14.6511052
eBird,Amazona auropalliata,-89.271233,13.769356
eBird,Amazona auropalliata,-85.0149643,10.1227809
