source,species,lon,lat
eBird,Amazona auropalliata,-85.41189,10.6078
eBird,Amazona auropalliata,-85.635033,11.06492
eBird,Amazona auropalliata,-85.4054403,10.7970543
eBird,Amazona auropalliata,-84.9491312,9.7798906
eBird,Amazona auropalliata,-85.688777,10.841436
eBird,Amazona auropalliata,-85.7912,15.9876
eBird,Amazona auropalliata,-90.5682769,14.6465094
eBird,Amazona auropalliata,-86.3977944,16.3784839
eBird,Amazona auropalliata,-85.5083084,11.0379185
eBird,Amazona auropalliata,-84.1956139,9.9538031
eBird,Amazona auropalliata,-85.731924,11.037825
eBird,Amazona auropalliata,-84.621316,9.758833
eBird,Amazona auropalliata,-90.4943204,14.6361575
eBird,Amazona auropalliata,-84.627214,9.780291
eBird,Amazona auropalliata,-84.114924,10.0207842
eBird,Amazona auropalliata,-85.3118456,10.2010522
eBird,Amazona auropalliata,-84.3041164,9.9959762
eBird,Amazona auropalliata,-84.8259544,10.1160329
eBird,Amazona auropalliata,-85.138194,10.463998
eBird,Amazona auropalliata,-85.1380466,10.4650124
eBird,Amazona auropalliata,-84.098682,9.9374665
eBird,Amazona auropalliata,-85.611969,10.851065
eBird,Amazona auropalliata,-90.5671424,14.6502748
eBird,Amazona auropalliata,-85.614025,10.851651
eBird,Amazona auropalliata,-85.2917728,10.5303321
eBird,Amazona auropalliata,-84.612531,9.806752
eBird,Amazona auropalliata,-84.679362,9.847258
eBird,Amazona auropalliata,-84.657548,9.849025
eBird,Amazona auropalliata,-85.6169537,10.8361261
eBird,Amazona auropalliata,-84.6251965,9.7806644
eBird,Amazona auropalliata,-85.6181304,10.8385377
eBird,Amazona auropalliata,-87.7428289,13.4352679
eBird,Amazona auropalliata,-86.4931083,16.3637919
eBird,Amazona auropalliata,-86.2754859,12.1018533
eBird,Amazona auropalliata,-85.420238,10.343699
eBird,Amazona auropalliata,-85.3177643,10.3760927
eBird,Amazona auropalliata,-85.0409571,10.7137539
eBird,Amazona auropalliata,-85.6599927,11.0008493
eBird,Amazona auropalliata,-85.648,10.643
eBird,Amazona auropalliata,-87.1476316,12.8053568
eBird,Amazona auropalliata,-85.7025218,11.0275986
eBird,Amazona auropalliata,-85.4271908,10.3937061
eBird,Amazona auropalliata,-84.62907,9.777843
eBird,Amazona auropalliata,-85.0025618,11.1754969
eBird,Amazona auropalliata,-85.0110912,10.125836
eBird,Amazona auropalliata,-84.6079445,9.7710641
eBird,Amazona auropalliata,-91.086874,14.3537886
eBird,Amazona auropalliata,-92.9294869,15.3710665
eBird,Amazona auropalliata,-85.560324,11.518036
eBird,Amazona auropalliata,-85.5155712,10.7555855
eBird,Amazona auropalliata,-84.3210035,10.0504239
eBird,Amazona auropalliata,-85.427459,10.39439
eBird,Amazona auropalliata,-85.116306,10.517299
eBird,Amazona auropalliata,-86.4849279,16.3283736
eBird,Amazona auropalliata,-93.6794586,15.8693588
eBird,Amazona auropalliata,-87.5009661,12.8937183
eBird,Amazona auropalliata,-84.3464184,9.9398539
eBird,Amazona auropalliata,-84.5825386,9.8145805
eBird,Amazona auropalliata,-85.455544,10.3931729
eBird,Amazona auropalliata,-91.1362,14.5229
eBird,Amazona auropalliata,-85.6914926,11.5679516
eBird,Amazona auropalliata,-91.1518264,14.5382459
eBird,Amazona auropalliata,-84.5936108,9.7553308
eBird,Amazona auropalliata,-85.049543,10.134025
eBird,Amazona auropalliata,-84.625566,9.778416
eBird,Amazona auropalliata,-84.624406,9.778995
eBird,Amazona auropalliata,-87.6876907,13.411316
eBird,Amazona auropalliata,-87.6781288,13.492619
eBird,Amazona auropalliata,-87.6980549,13.434027
eBird,Amazona auropalliata,-87.7517091,13.423557
eBird,Amazona auropalliata,-87.7240484,13.415491
eBird,Amazona auropalliata,-84.0787926,9.9804693
eBird,Amazona auropalliata,-85.6500388,10.5877198
eBird,Amazona auropalliata,-84.5968723,9.7918715
eBird,Amazona auropalliata,-84.625398,9.777569
eBird,Amazona auropalliata,-87.1669474,14.0869099
eBird,Amazona auropalliata,-84.6111879,9.8084211
eBird,Amazona auropalliata,-84.902262,10.381166
eBird,Amazona auropalliata,-85.8548498,10.3422222
eBird,Amazona auropalliata,-85.5711365,10.9358105
eBird,Amazona auropalliata,-84.6752572,9.8346029
eBird,Amazona auropalliata,-85.3442742,10.3084214
eBird,Amazona auropalliata,-85.0803459,10.3931887
eBird,Amazona auropalliata,-91.179388,14.5647171
eBird,Amazona auropalliata,-91.1511571,14.5324921
eBird,Amazona auropalliata,-85.405639,10.34253
eBird,Amazona auropalliata,-85.609006,10.559212
eBird,Amazona auropalliata,-84.710689,9.925877
eBird,Amazona auropalliata,-91.1747468,14.569338
eBird,Amazona auropalliata,-85.4838145,10.6358083
eBird,Amazona auropalliata,-84.6549163,9.8956537
eBird,Amazona auropalliata,-85.5123546,10.7469319
eBird,Amazona auropalliata,-92.317297,15.173019
eBird,Amazona auropalliata,-85.6495857,10.5914548
eBird,Amazona auropalliata,-85.1565457,10.2592374
eBird,Amazona auropalliata,-91.0912158,14.3930818
eBird,Amazona auropalliata,-85.0409466,10.138489
eBird,Amazona auropalliata,-91.0911724,14.3930153
eBird,Amazona auropalliata,-85.6181663,10.8385168
eBird,Amazona auropalliata,-86.8916624,16.09128
eBird,Amazona auropalliata,-85.568984,11.52563
eBird,Amazona auropalliata,-91.1364667,14.5224986
eBird,Amazona auropalliata,-85.1103973,9.5709594
eBird,Amazona auropalliata,-85.965418,11.922915
eBird,Amazona auropalliata,-85.4617595,10.6748098
eBird,Amazona auropalliata,-84.3043298,9.995974
eBird,Amazona auropalliata,-84.6261672,9.7774607
eBird,Amazona auropalliata,-84.616792,9.785482
eBird,Amazona auropalliata,-85.8976042,11.7858415
eBird,Amazona auropalliata,-84.6097111,9.8140832
eBird,Amazona auropalliata,-84.62958,9.781961
eBird,Amazona auropalliata,-85.6046963,10.8621355
eBird,Amazona auropalliata,-85.3444023,10.3083724
eBird,Amazona auropalliata,-85.3443029,10.3084047
eBird,Amazona auropalliata,-85.015883,12.736303
eBird,Amazona auropalliata,-85.3362179,10.3638927
eBird,Amazona auropalliata,-91.1370975,14.5232163
eBird,Amazona auropalliata,-84.6180556,9.7975
eBird,Amazona auropalliata,-84.7051091,9.8823591
eBird,Amazona auropalliata,-87.7422744,13.4356951
eBird,Amazona auropalliata,-84.9471474,10.0678258
eBird,Amazona auropalliata,-92.0886629,15.0467459
eBird,Amazona auropalliata,-90.5758408,13.9228338
eBird,Amazona auropalliata,-89.2311557,13.6832488
eBird,Amazona auropalliata,-87.186795,14.0840633
eBird,Amazona auropalliata,-84.8945332,10.5191215
eBird,Amazona auropalliata,-91.133761,14.522757
eBird,Amazona auropalliata,-85.668815,10.6484888
eBird,Amazona auropalliata,-86.8987779,16.1034111
eBird,Amazona auropalliata,-85.803789,10.399522
eBird,Amazona auropalliata,-85.6746349,10.5800721
eBird,Amazona auropalliata,-90.560292,14.6502748
eBird,Amazona auropalliata,-85.803807,10.399536
eBird,Amazona auropalliata,-84.8282504,9.9712176
eBird,Amazona auropalliata,-85.064276,9.992293
eBird,Amazona auropalliata,-85.8175993,10.2008155
eBird,Amazona auropalliata,-85.040942,10.138498
eBird,Amazona auropalliata,-83.670967,12.345437
eBird,Amazona auropalliata,-84.2582381,13.5217884
eBird,Amazona auropalliata,-83.6721969,12.341008
eBird,Amazona auropalliata,-84.750874,13.7131908
eBird,Amazona auropalliata,-84.0750968,13.4801216
eBird,Amazona auropalliata,-83.9312983,13.433065
eBird,Amazona auropalliata,-83.8283014,13.4552704
eBird,Amazona auropalliata,-84.309551,10.9859
eBird,Amazona auropalliata,-84.3319984,10.9666865
eBird,Amazona auropalliata,-83.8494265,13.4879256
eBird,Amazona auropalliata,-83.7571156,13.2670216
eBird,Amazona auropalliata,-85.7609596,11.1080479
eBird,Amazona auropalliata,-83.7750864,13.251255
eBird,Amazona auropalliata,-83.8040489,13.2433331
eBird,Amazona auropalliata,-83.7792921,13.2550145
eBird,Amazona auropalliata,-83.7806144,13.4227052
eBird,Amazona auropalliata,-83.7857294,13.4241323
eBird,Amazona auropalliata,-87.7410449,13.4343878
eBird,Amazona auropalliata,-84.1486466,9.938188
eBird,Amazona auropalliata,-83.833344,13.4624338
eBird,Amazona auropalliata,-85.070265,10.145944
eBird,Amazona auropalliata,-85.342853,10.325321
eBird,Amazona auropalliata,-84.0328946,13.4590462
eBird,Amazona auropalliata,-85.592979,10.715756
eBird,Amazona auropalliata,-85.391332,10.87133
eBird,Amazona auropalliata,-84.0968244,9.9742103
eBird,Amazona auropalliata,-85.601399,10.905899
eBird,Amazona auropalliata,-85.611922,10.883971
eBird,Amazona auropalliata,-84.5284271,11.2513587
eBird,Amazona auropalliata,-85.911809,16.446075
eBird,Amazona auropalliata,-85.8803205,16.4984116
eBird,Amazona auropalliata,-85.352362,10.314765
eBird,Amazona auropalliata,-85.0266137,10.7183462
eBird,Amazona auropalliata,-89.0782213,13.6993618
eBird,Amazona auropalliata,-84.6732616,9.8332907
eBird,Amazona auropalliata,-85.609875,10.867919
eBird,Amazona auropalliata,-92.8373075,15.2272214
eBird,Amazona auropalliata,-85.609618,10.876491
eBird,Amazona auropalliata,-91.134497,14.528477
eBird,Amazona auropalliata,-87.1854987,14.0760509
eBird,Amazona auropalliata,-85.609782,10.856608
eBird,Amazona auropalliata,-85.5890704,10.7149355
eBird,Amazona auropalliata,-91.1456037,14.5291689
eBird,Amazona auropalliata,-85.455009,10.381955
eBird,Amazona auropalliata,-85.847867,10.34991
eBird,Amazona auropalliata,-85.617437,10.890012
eBird,Amazona auropalliata,-91.1365861,14.5193438
eBird,Amazona auropalliata,-85.9277656,16.4305088
eBird,Amazona auropalliata,-91.0883432,14.402561
eBird,Amazona auropalliata,-85.708331,10.505741
eBird,Amazona auropalliata,-89.1464897,13.7159411
eBird,Amazona auropalliata,-89.2166444,13.7181666
eBird,Amazona auropalliata,-85.613009,10.84665
eBird,Amazona auropalliata,-87.185576,14.075523
eBird,Amazona auropalliata,-84.829705,10.122105
eBird,Amazona auropalliata,-85.33859,10.344463
eBird,Amazona auropalliata,-87.028382,12.696624
eBird,Amazona auropalliata,-85.627718,10.7161096
eBird,Amazona auropalliata,-91.0921047,14.3953023
eBird,Amazona auropalliata,-85.661143,10.582918
eBird,Amazona auropalliata,-93.2115417,15.5446937
eBird,Amazona auropalliata,-91.5412258,14.0450606
eBird,Amazona auropalliata,-93.1928426,15.5746208
eBird,Amazona auropalliata,-89.2179643,13.684897
eBird,Amazona auropalliata,-85.5990998,10.8909027
eBird,Amazona auropalliata,-85.263181,10.426158
eBird,Amazona auropalliata,-85.4617261,10.6353913
eBird,Amazona auropalliata,-91.1133957,14.5333232
eBird,Amazona auropalliata,-84.6085829,9.8193973
eBird,Amazona auropalliata,-84.9576606,10.0670356
eBird,Amazona auropalliata,-85.0915935,10.6404231
eBird,Amazona auropalliata,-84.9271858,9.8241428
eBird,Amazona auropalliata,-84.905975,9.830588
eBird,Amazona auropalliata,-90.5677667,14.64853
eBird,Amazona auropalliata,-91.1369079,14.5254768
eBird,Amazona auropalliata,-85.8405107,10.2967145
eBird,Amazona auropalliata,-90.4712417,14.6439983
eBird,Amazona auropalliata,-90.4707842,14.6447299
eBird,Amazona auropalliata,-89.2270192,13.6828184
eBird,Amazona auropalliata,-85.5120909,10.7412685
eBird,Amazona auropalliata,-87.41037,13.128875
eBird,Amazona auropalliata,-87.7372704,13.2879333
eBird,Amazona auropalliata,-85.596294,10.7132614
eBird,Amazona auropalliata,-87.498785,12.954387
eBird,Amazona auropalliata,-86.1668444,11.9868092
eBird,Amazona auropalliata,-87.5100517,12.8405903
eBird,Amazona auropalliata,-92.1623963,14.4938394
eBird,Amazona auropalliata,-88.3435141,16.8078132
eBird,Amazona auropalliata,-89.2061305,13.7153719
eBird,Amazona auropalliata,-84.8435497,9.9739227
eBird,Amazona auropalliata,-85.611215,10.886539
eBird,Amazona auropalliata,-85.601511,10.905857
eBird,Amazona auropalliata,-90.5732954,13.9164267
eBird,Amazona auropalliata,-84.9950025,10.2421225
eBird,Amazona auropalliata,-92.9321051,15.4572375
eBird,Amazona auropalliata,-84.632703,9.783921
eBird,Amazona auropalliata,-85.8806419,16.4770778
eBird,Amazona auropalliata,-85.6016,10.905781
eBird,Amazona auropalliata,-84.9380969,9.8171752
eBird,Amazona auropalliata,-90.5211613,14.6501788
eBird,Amazona auropalliata,-84.848478,15.6765787
eBird,Amazona auropalliata,-85.3342973,10.3834132
eBird,Amazona auropalliata,-84.6295991,9.7730312
eBird,Amazona auropalliata,-91.7351094,14.634719
eBird,Amazona auropalliata,-91.6097327,14.660815
eBird,Amazona auropalliata,-91.6085449,14.668075
eBird,Amazona auropalliata,-91.1342748,14.521221
eBird,Amazona auropalliata,-91.5157057,14.612725
eBird,Amazona auropalliata,-91.5144509,14.621268
eBird,Amazona auropalliata,-91.0911741,14.393069
eBird,Amazona auropalliata,-91.6239944,14.686047
eBird,Amazona auropalliata,-91.6300782,14.690286
eBird,Amazona auropalliata,-90.327062,14.075593
eBird,Amazona auropalliata,-91.7264658,14.647608
eBird,Amazona auropalliata,-84.6190986,9.7717736
eBird,Amazona auropalliata,-93.2732499,15.5476287
eBird,Amazona auropalliata,-88.0230538,15.5637687
eBird,Amazona auropalliata,-85.6785,10.626554
eBird,Amazona auropalliata,-85.606659,10.851892
eBird,Amazona auropalliata,-87.1827676,14.0727448
eBird,Amazona auropalliata,-88.0230792,15.5634645
eBird,Amazona auropalliata,-88.5987522,14.5657475
eBird,Amazona auropalliata,-85.8513737,10.2859116
eBird,Amazona auropalliata,-85.0904846,10.6566013
eBird,Amazona auropalliata,-85.4726458,10.3877321
eBird,Amazona auropalliata,-85.607188,10.563248
eBird,Amazona auropalliata,-85.58592,10.876225
eBird,Amazona auropalliata,-85.6740295,10.5799735
eBird,Amazona auropalliata,-85.6173841,10.8366204
eBird,Amazona auropalliata,-84.1048265,9.9355154
eBird,Amazona auropalliata,-91.56985,14.652864
eBird,Amazona auropalliata,-85.1809594,10.6767568
eBird,Amazona auropalliata,-85.5020377,10.7096215
eBird,Amazona auropalliata,-85.508106,10.717327
eBird,Amazona auropalliata,-90.4784243,14.6097757
eBird,Amazona auropalliata,-85.4918517,10.63963
eBird,Amazona auropalliata,-90.5213446,14.6501318
eBird,Amazona auropalliata,-85.0622892,10.1811184
eBird,Amazona auropalliata,-87.6142716,13.4479773
eBird,Amazona auropalliata,-85.5944787,11.1223424
eBird,Amazona auropalliata,-87.0935194,13.0490968
eBird,Amazona auropalliata,-85.668116,11.04132
eBird,Amazona auropalliata,-84.644861,9.796167
eBird,Amazona auropalliata,-91.1464423,14.4494083
eBird,Amazona auropalliata,-85.4229874,10.6362373
eBird,Amazona auropalliata,-85.66418,10.587951
eBird,Amazona auropalliata,-91.1366223,14.5227583
eBird,Amazona auropalliata,-85.688391,11.023627
eBird,Amazona auropalliata,-91.1301756,14.5470317
eBird,Amazona auropalliata,-84.249893,9.98397
eBird,Amazona auropalliata,-85.8499789,10.2899863
eBird,Amazona auropalliata,-85.6985752,10.9618592
eBird,Amazona auropalliata,-85.6175579,10.9515528
eBird,Amazona auropalliata,-91.13788,14.523526
eBird,Amazona auropalliata,-85.2609668,10.4788187
eBird,Amazona auropalliata,-85.3240879,10.3959813
eBird,Amazona auropalliata,-85.3221617,10.3560406
eBird,Amazona auropalliata,-84.3746771,9.9420736
eBird,Amazona auropalliata,-87.4396276,12.9267703
eBird,Amazona auropalliata,-85.8922963,16.4447758
eBird,Amazona auropalliata,-87.2057023,13.0270233
eBird,Amazona auropalliata,-84.798722,10.093814
eBird,Amazona auropalliata,-85.422921,10.636275
eBird,Amazona auropalliata,-85.4259333,10.9815833
eBird,Amazona auropalliata,-84.1380049,9.9668391
eBird,Amazona auropalliata,-85.8899626,16.496113
eBird,Amazona auropalliata,-85.90359,16.444
eBird,Amazona auropalliata,-87.176731,14.067853
eBird,Amazona auropalliata,-84.1180422,9.9479507
eBird,Amazona auropalliata,-86.5932121,16.3105848
eBird,Amazona auropalliata,-90.4708748,14.6445526
eBird,Amazona auropalliata,-85.729373,11.014619
eBird,Amazona auropalliata,-84.6097275,9.8138265
eBird,Amazona auropalliata,-84.6052209,9.6486517
eBird,Amazona auropalliata,-90.557994,14.6518875
eBird,Amazona auropalliata,-85.422971,10.63624
eBird,Amazona auropalliata,-90.2623361,13.8416843
eBird,Amazona auropalliata,-87.18298,14.0803467
eBird,Amazona auropalliata,-93.6121835,15.8354681
eBird,Amazona auropalliata,-93.588295,15.8056533
eBird,Amazona auropalliata,-85.6720507,11.0337781
eBird,Amazona auropalliata,-85.046254,9.722919
eBird,Amazona auropalliata,-86.32164,12.2207433
eBird,Amazona auropalliata,-84.5767324,9.8581672
eBird,Amazona auropalliata,-85.461563,10.63579
eBird,Amazona auropalliata,-84.31971,9.9886493
eBird,Amazona auropalliata,-85.849891,10.2855057
eBird,Amazona auropalliata,-84.1002494,9.9493783
eBird,Amazona auropalliata,-87.1789598,13.2943091
eBird,Amazona auropalliata,-84.3203651,9.9885704
eBird,Amazona auropalliata,-89.9594343,13.6788264
eBird,Amazona auropalliata,-87.1787328,13.2804918
eBird,Amazona auropalliata,-93.6026022,15.8236505
eBird,Amazona auropalliata,-89.1805296,13.7234173
eBird,Amazona auropalliata,-87.55611,12.8669
eBird,Amazona auropalliata,-87.50241,12.90536
eBird,Amazona auropalliata,-85.105926,10.191492
eBird,Amazona auropalliata,-85.3020959,10.7610429
eBird,Amazona auropalliata,-85.7900391,10.403353
eBird,Amazona auropalliata,-85.6712664,11.0146919
eBird,Amazona auropalliata,-85.599568,10.890528
eBird,Amazona auropalliata,-85.665159,10.77913
eBird,Amazona auropalliata,-84.0971879,9.9718747
eBird,Amazona auropalliata,-85.0878024,9.6048967
eBird,Amazona auropalliata,-85.6181705,10.8395066
eBird,Amazona auropalliata,-84.8805141,10.0781924
eBird,Amazona auropalliata,-85.6992817,10.9588422
eBird,Amazona auropalliata,-85.6955212,10.9585852
eBird,Amazona auropalliata,-89.2418344,13.6918499
eBird,Amazona auropalliata,-85.1122427,10.2949055
eBird,Amazona auropalliata,-90.4917579,14.6185158
eBird,Amazona auropalliata,-93.7166467,15.9009833
eBird,Amazona auropalliata,-85.4935804,10.726244
eBird,Amazona auropalliata,-84.602113,9.842927
eBird,Amazona auropalliata,-85.384711,10.558605
eBird,Amazona auropalliata,-89.1489946,13.9768101
eBird,Amazona auropalliata,-89.846613,13.863157
eBird,Amazona auropalliata,-93.2065651,15.5526427
eBird,Amazona auropalliata,-85.6785422,10.629151
eBird,Amazona auropalliata,-85.0986355,10.4368058
eBird,Amazona auropalliata,-85.5893248,10.5655729
eBird,Amazona auropalliata,-85.1041243,10.6233062
eBird,Amazona auropalliata,-85.4586989,10.618387
eBird,Amazona auropalliata,-93.2051521,15.551383
eBird,Amazona auropalliata,-91.136904,14.532365
eBird,Amazona auropalliata,-83.654,9.319
eBird,Amazona auropalliata,-85.4555186,10.3931531
eBird,Amazona auropalliata,-84.6452443,9.9648543
eBird,Amazona auropalliata,-85.6122957,10.8348277
eBird,Amazona auropalliata,-85.9204121,16.4273382
eBird,Amazona auropalliata,-85.862855,16.4649409
eBird,Amazona auropalliata,-85.2770698,10.2388585
eBird,Amazona auropalliata,-85.91097,16.45615
eBird,Amazona auropalliata,-85.84882,16.49375
eBird,Amazona auropalliata,-85.92435,16.43053
eBird,Amazona auropalliata,-85.90471,16.46063
eBird,Amazona auropalliata,-85.89639,16.46095
eBird,Amazona auropalliata,-85.92043,16.42726
eBird,Amazona auropalliata,-85.92114,16.42928
eBird,Amazona auropalliata,-85.8703,16.47134
eBird,Amazona auropalliata,-85.8847897,16.4545566
eBird,Amazona auropalliata,-93.5903364,15.8171091
eBird,Amazona auropalliata,-84.9338296,9.9002855
eBird,Amazona auropalliata,-93.61168,15.8350801
eBird,Amazona auropalliata,-84.6379987,9.7849424
eBird,Amazona auropalliata,-93.5883367,15.805555
eBird,Amazona auropalliata,-85.866502,16.4601347
eBird,Amazona auropalliata,-85.8955308,16.4637774
eBird,Amazona auropalliata,-85.890027,16.4959994
eBird,Amazona auropalliata,-85.8976002,16.4427172
eBird,Amazona auropalliata,-85.9062382,16.4340542
eBird,Amazona auropalliata,-85.9245341,16.4310103
eBird,Amazona auropalliata,-85.8632688,16.4862427
eBird,Amazona auropalliata,-85.9119706,16.4584497
eBird,Amazona auropalliata,-84.1929626,9.9857235
eBird,Amazona auropalliata,-85.8832327,16.4982768
eBird,Amazona auropalliata,-85.8892986,16.4965206
eBird,Amazona auropalliata,-85.8610281,16.4805911
eBird,Amazona auropalliata,-92.98819,15.3158558
eBird,Amazona auropalliata,-92.992815,15.3341269
eBird,Amazona auropalliata,-85.8900237,16.496099
eBird,Amazona auropalliata,-85.8676959,16.4579512
eBird,Amazona auropalliata,-85.8664315,16.4601536
eBird,Amazona auropalliata,-89.5163012,14.2605566
eBird,Amazona auropalliata,-85.7050397,10.8380156
eBird,Amazona auropalliata,-89.14238,13.925403
eBird,Amazona auropalliata,-85.688406,10.9689
eBird,Amazona auropalliata,-85.804223,10.9261457
eBird,Amazona auropalliata,-85.8668359,16.4587733
eBird,Amazona auropalliata,-85.5738639,10.498907
eBird,Amazona auropalliata,-86.4869177,16.3311892
eBird,Amazona auropalliata,-85.379145,10.75183
eBird,Amazona auropalliata,-85.5745891,10.4984345
eBird,Amazona auropalliata,-90.029095,13.703436
eBird,Amazona auropalliata,-85.128174,10.452713
eBird,Amazona auropalliata,-84.9627347,10.0675746
eBird,Amazona auropalliata,-85.5933808,10.7199879
eBird,Amazona auropalliata,-85.693186,10.947622
eBird,Amazona auropalliata,-85.8707545,16.5014305
eBird,Amazona auropalliata,-85.8793773,16.5006913
eBird,Amazona auropalliata,-85.4599965,10.6185604
eBird,Amazona auropalliata,-85.5443961,10.8118241
eBird,Amazona auropalliata,-85.8799328,16.499529
eBird,Amazona auropalliata,-85.8877255,16.4831601
eBird,Amazona auropalliata,-85.050855,9.989219
eBird,Amazona auropalliata,-91.604484,14.6696653
eBird,Amazona auropalliata,-91.6081266,14.6699118
eBird,Amazona auropalliata,-92.698372,15.0069958
eBird,Amazona auropalliata,-92.7102341,15.0230537
eBird,Amazona auropalliata,-85.431469,10.633952
eBird,Amazona auropalliata,-88.62985,13.35605
eBird,Amazona auropalliata,-84.9412033,9.8216143
eBird,Amazona auropalliata,-92.7158449,15.1287175
eBird,Amazona auropalliata,-84.0772911,9.9430408
eBird,Amazona auropalliata,-91.7801285,14.8465653
eBird,Amazona auropalliata,-91.1351967,14.6017325
eBird,Amazona auropalliata,-85.5955774,10.712931
eBird,Amazona auropalliata,-85.5958253,10.7138601
eBird,Amazona auropalliata,-92.2322872,14.6768807
eBird,Amazona auropalliata,-93.332333,15.606168
eBird,Amazona auropalliata,-90.5610548,14.5829264
eBird,Amazona auropalliata,-84.6357362,9.7864484
eBird,Amazona auropalliata,-86.5794164,16.317954
eBird,Amazona auropalliata,-84.999162,10.367864
eBird,Amazona auropalliata,-84.7361457,9.9807533
eBird,Amazona auropalliata,-85.0852894,10.4486808
eBird,Amazona auropalliata,-85.5724967,10.5022513
eBird,Amazona auropalliata,-93.1313131,15.4450921
eBird,Amazona auropalliata,-85.491203,10.700585
eBird,Amazona auropalliata,-85.086345,10.681569
eBird,Amazona auropalliata,-85.8907716,16.4473927
eBird,Amazona auropalliata,-84.606262,9.8228629
eBird,Amazona auropalliata,-85.6093955,10.539817
eBird,Amazona auropalliata,-84.6100711,9.8057496
eBird,Amazona auropalliata,-84.846617,10.1907364
eBird,Amazona auropalliata,-85.2591291,10.5234591
eBird,Amazona auropalliata,-85.508,10.717
eBird,Amazona auropalliata,-84.643362,9.810435
eBird,Amazona auropalliata,-84.5899811,9.8412469
eBird,Amazona auropalliata,-84.6256408,9.7782044
eBird,Amazona auropalliata,-84.6485682,9.8166317
eBird,Amazona auropalliata,-91.092157,14.395327
eBird,Amazona auropalliata,-91.092695,14.395137
eBird,Amazona auropalliata,-91.1315918,14.5303406
eBird,Amazona auropalliata,-91.1672415,14.5391436
eBird,Amazona auropalliata,-85.8483911,10.3345096
eBird,Amazona auropalliata,-93.2813903,15.5534952
eBird,Amazona auropalliata,-92.5684026,15.0543006
eBird,Amazona auropalliata,-85.395685,11.030052
eBird,Amazona auropalliata,-86.4888301,16.3514999
eBird,Amazona auropalliata,-92.5110698,14.9221302
eBird,Amazona auropalliata,-85.531021,10.591655
eBird,Amazona auropalliata,-84.6056372,9.7773957
eBird,Amazona auropalliata,-85.349595,10.3470911
eBird,Amazona auropalliata,-85.43913,10.619467
eBird,Amazona auropalliata,-85.685345,10.928551
eBird,Amazona auropalliata,-85.03446,9.94942
eBird,Amazona auropalliata,-85.301813,10.7158282
eBird,Amazona auropalliata,-85.2208044,10.4868513
eBird,Amazona auropalliata,-85.6408072,11.0707717
eBird,Amazona auropalliata,-85.7448163,11.0311541
eBird,Amazona auropalliata,-85.610001,10.859975
eBird,Amazona auropalliata,-85.606193,10.873945
eBird,Amazona auropalliata,-85.618449,10.888845
eBird,Amazona auropalliata,-85.7094023,10.9285536
eBird,Amazona auropalliata,-85.308028,9.817097
eBird,Amazona auropalliata,-87.380656,13.19831
eBird,Amazona auropalliata,-86.598132,16.2750927
eBird,Amazona auropalliata,-85.74576,11.02801
eBird,Amazona auropalliata,-85.2260817,10.4756199
eBird,Amazona auropalliata,-85.6295896,10.6305671
eBird,Amazona auropalliata,-85.667872,11.041509
eBird,Amazona auropalliata,-84.5957099,9.8441142
eBird,Amazona auropalliata,-92.544889,15.0222556
eBird,Amazona auropalliata,-93.1881572,15.5519202
eBird,Amazona auropalliata,-84.0788519,9.9804845
eBird,Amazona auropalliata,-84.241717,9.994566
eBird,Amazona auropalliata,-85.672479,10.943892
eBird,Amazona auropalliata,-84.8960999,9.8322756
eBird,Amazona auropalliata,-85.7592211,11.1121142
eBird,Amazona auropalliata,-85.6714613,10.5705773
eBird,Amazona auropalliata,-85.0130439,9.7443128
eBird,Amazona auropalliata,-85.6371879,11.0722727
eBird,Amazona auropalliata,-84.2497238,9.9836135
eBird,Amazona auropalliata,-85.4965195,10.8321816
eBird,Amazona auropalliata,-85.721336,11.149151
eBird,Amazona auropalliata,-85.5027685,10.7093447
eBird,Amazona auropalliata,-84.518372,9.7282
eBird,Amazona auropalliata,-91.089692,14.398731
eBird,Amazona auropalliata,-91.090444,14.395682
eBird,Amazona auropalliata,-84.6165,9.757568
eBird,Amazona auropalliata,-85.762834,11.108622
eBird,Amazona auropalliata,-90.5577185,14.6512246
eBird,Amazona auropalliata,-85.524754,10.767098
eBird,Amazona auropalliata,-85.6506962,10.648069
eBird,Amazona auropalliata,-85.6524435,10.6475554
eBird,Amazona auropalliata,-84.2421965,9.9956831
eBird,Amazona auropalliata,-84.660881,9.703758
eBird,Amazona auropalliata,-85.4856531,10.7601027
eBird,Amazona auropalliata,-85.7836492,10.133025
eBird,Amazona auropalliata,-85.5127987,10.7502013
eBird,Amazona auropalliata,-85.5906702,10.5497239
eBird,Amazona auropalliata,-85.7617161,10.45619
eBird,Amazona auropalliata,-85.4437614,10.627026
eBird,Amazona auropalliata,-90.49013,14.583628
eBird,Amazona auropalliata,-85.6010604,10.6380132
eBird,Amazona auropalliata,-85.338539,10.345289
eBird,Amazona auropalliata,-85.6589144,10.6415866
eBird,Amazona auropalliata,-84.6520601,9.8154596
eBird,Amazona auropalliata,-84.098086,9.973335
eBird,Amazona auropalliata,-85.338594,10.345246
eBird,Amazona auropalliata,-84.4989824,9.5272209
eBird,Amazona auropalliata,-85.75326,10.528925
eBird,Amazona auropalliata,-84.091285,9.9025815
eBird,Amazona auropalliata,-91.1805112,14.5424252
